Pantheon,Pronunciation,url,Good/Evil Rating,Celebration or Feast Day,Area of expertise,Associated with,In charge of,Birth and Death Dates,Popularity index,Name means,Name,Alternative names,Area or people,Type,Role,Related Gods,Gender
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/KIELIU-DIEVAS/,"NEUTRAL, may not care",Unknown at present,Crossroads,,Crossroads,,1556,,Keliu Dievas,"['Kelio Dievas', 'Kelių Dievas', 'Keliukis', 'Kielu Dziewos']",Lithuania,God,unspecified,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-VLADIMIR/,Unknown at present,Unknown at present,,,,956-1015,701,,Vladimir,['Vladimir The Great'],,Saint,Unknown at present,set(),Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/ANGITA/,Unknown at present,Unknown at present,Healing,,Healing,,2137,,Angita,['unspecified'],,Goddess,unspecified,set(),Female
Navajo pantheon,Coming soon,https://www.godchecker.com/navajo-mythology/ESTANATLEHI/,Unknown at present,Unknown at present,Time,,Time,,3937,,Estanatlehi,"['Estasanatlehi', 'Estsanatlehi']",Navajo (aka Diné) people,Goddess,unspecified,{'Warrior Twins'},Female
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/RIG-VEDA/,"OKAY, not bad",Unknown at present,,,,,1163,,Rig-Veda,['Rigveda'],,information,Unknown at present,{'Vedas'},"Sorry, we don't know"
Maya pantheon,Coming soon,https://www.godchecker.com/maya-mythology/CHAC-XIB-CHAC/,Unknown at present,Unknown at present,Wind,Venus,Wind,,2489,,Chac Xib Chac,['Gi'],,God,unspecified,"{'Palenque Triad', 'Chac'}",Male
Hawaiian pantheon,Coming soon,https://www.godchecker.com/hawaiian-mythology/KAHO-ALI-I/,"NEUTRAL, may not care",Unknown at present,Sorcery,,Sorcery and Witchcraft,,4508,,Kaho'ali'i,"[""Kahō'āli'i"", 'Kahoali', 'Kahoalii']",Hawaii,God,unspecified,set(),Male
Chinese pantheon,Chee,https://www.godchecker.com/chinese-mythology/QI/,Unknown at present,Unknown at present,,,,,2792,,Qi,"[""Ch'i"", 'Chi']",,information,Unknown at present,"{'Yin', 'Yang', 'Feng Shui'}","Sorry, we don't know"
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-JULIE-BILLIART/,Unknown at present,Unknown at present,,,,1754-1816,662,,Julie Billiart,['unspecified'],,Saint,Unknown at present,set(),Female
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/DISIR/,Unknown at present,Unknown at present,Protection,,Protection,,5577,,Dísir,['Disir'],,Spirits,unspecified,{'Valkyries'},Female
Zoroastrian pantheon,Coming soon,https://www.godchecker.com/zoroastrian-mythology/AHURA-MAZDA/,Unknown at present,Unknown at present,Light,,Light,,9819,,Ahura Mazda,"['Ahuramazda', 'Mazda', 'Ormazd', 'Ormizd', 'Oromasdes']",Persia,God,unspecified,"{'Atar', 'Mithra', 'Saoshyant', 'Satan', 'Amesha Spenta', 'God', 'Ahriman'}",Male
Maori pantheon,Coming soon,https://www.godchecker.com/maori-mythology/HAUMIA-TIKETIKE/,"NEUTRAL, may not care",Unknown at present,Plants,,Plants and Vegetation,,4504,,Haumia-tiketike,"['Haumia-Roa', 'Haumiatiketike', 'Haumietiketike']",Maori people of Polynesia,God,unspecified,{'Rongo'},Male
Middle Eastern pantheon,Coming soon,https://www.godchecker.com/middle-eastern-mythology/ASHUR/,Unknown at present,Unknown at present,War,,War,,2886,,Ashur,['unspecified'],Assyria,God,unspecified,{'Marduk'},Male
Buddhist pantheon,Coming soon,https://www.godchecker.com/buddhist-mythology/DAKINIS-2/,Unknown at present,Unknown at present,,,,,1075,,Dakinis (2),['unspecified'],,Goddesses,Unknown at present,set(),Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-NON/,Unknown at present,Unknown at present,,,,???-???,763,,Non,"['Nonna', 'Nonnita']",,Saint,Unknown at present,set(),Female
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/ABGAL/,Unknown at present,Unknown at present,Wisdom,,Wisdom,,2184,,Abgal,['unspecified'],Sumer,Gods,unspecified,{'Enki'},Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/KRISHNA/,"GREAT, really beneficial",Unknown at present,Hero,,Heroics,,8518,,Krishna,['unspecified'],,God,unspecified,"{'Devaki', 'Vishnu', 'Kamsa', 'Pûtanâ', 'Sisupala', 'Jagannath', 'Vindhyavasini', 'Rukmini', 'Balarâma'}",Male
Australian Aboriginal pantheon,Coming soon,https://www.godchecker.com/australian-aboriginal-mythology/MAR-RALLANG/,"NOT OKAY, be careful",Unknown at present,,,,,2263,,Mar'rallang,['Marrallang Sisters'],,legendary women,Unknown at present,set(),Female
Canaanite pantheon,Coming soon,https://www.godchecker.com/canaanite-mythology/ELYON/,Unknown at present,Unknown at present,"Supreme, Everything",,Everything,,3748,,Elyon,"['Aleyin', 'Elion', 'Elyōn']",,God,unspecified,"{'Baal', 'Mot', 'Yahweh'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-CATHERINE-DE-RICCI/,Unknown at present,February 13th,,,,1522-1589,752,,Catherine de Ricci,['unspecified'],,Saint,Unknown at present,{'Philip Neri'},Female
Germanic pantheon,Coming soon,https://www.godchecker.com/germanic-mythology/SOWILO/,Unknown at present,Unknown at present,Sun,,the Sun,,4743,,Sowilo,"['Sæwelō', 'Sigel', 'Sowilō', 'Sunne']",,God,🌞,{'Sol'},Male
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/MBABA-MWANA-WARESA/,"GREAT, really beneficial",Unknown at present,Beer,,Beer,,3665,,Mbaba Mwana Waresa,"['Lady Rainbow', 'Mbaba-Mwanna-Waresa']",Zulu people of South Africa,Goddess,unspecified,set(),Female
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/RERET/,Unknown at present,Unknown at present,Childbirth,,Birth,,2537,,Reret,['Reret-Weret'],,Goddess,unspecified,{'Taweret'},Female
Welsh pantheon,Coming soon,https://www.godchecker.com/welsh-mythology/MATH/,"OKAY, not bad",Unknown at present,Ruling,,Ruling,,3432,,Math,"['Math Ap Mathonwy', 'Math Fab Mathonwy']",,God,unspecified,{'Dôn'},Male
Hawaiian pantheon,Coming soon,https://www.godchecker.com/hawaiian-mythology/LONA/,Unknown at present,Unknown at present,Moon,,the Moon,,5205,,Lona,['Mahina'],Hawaii,Goddess,🌝,set(),Female
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/ACHIMI/,"OKAY, not bad",Unknown at present,Buffaloes,,Buffaloes,,3562,,Achimi,['unspecified'],Kabyle people of Algeria,Goddess,🦬,{'Itherther'},Female
Thai pantheon,Coming soon,https://www.godchecker.com/thai-mythology/INDRACHIT/,"NEUTRAL, may not care",Unknown at present,Combat,,Warriors and Fighting,,2074,,Indrachit,"['Intarachit', 'Intharachit', 'Inthorachit', 'Intrachit', 'อินทรชิต']",Thailand,Demon,unspecified,"{'Phra Narai', 'Phra In', 'Thotsakan', 'Indrajit', 'Brahma'}",Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/NUT/,"GOOD, quite approachable",Unknown at present,Creation,,Creating,,6714,,Nut,['Nuit'],,Goddess,unspecified,"{'Tefnut', 'Geb', 'Shu', 'Iah', 'Isis', 'Set', 'Thoth', 'Ra', 'Osiris', 'Nephthys'}",Female
Hittite pantheon,Coming soon,https://www.godchecker.com/hittite-mythology/TELEPINU/,Unknown at present,Unknown at present,"Agriculture, Farming",,Agriculture and Farming,,3661,,Telepinu,"['Talapinu', 'Talipinu', 'Telepinus', 'Telipinu']",Syria,God,unspecified,{'Hannahanna'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-VERONICA/,Unknown at present,Unknown at present,,,,???-???,838,,Veronica,['unspecified'],,Saint,Unknown at present,{'Jesus'},Female
Hawaiian pantheon,Coming soon,https://www.godchecker.com/hawaiian-mythology/KANALOA/,Unknown at present,Unknown at present,Underworld,,the Underworld,,5622,,Kanaloa,['unspecified'],Hawaii,God,unspecified,"{'Lono', 'Kane'}",Male
Inca pantheon,Coming soon,https://www.godchecker.com/inca-mythology/APOCATEQUIL/,Unknown at present,Unknown at present,Lightning,,Lightning,,3990,,Apocatequil,"['Apacatequil', 'Apotequil']",,God,🌩️,"{'Illapa', 'Catequil', 'Piguerao', 'Guamansuri'}",Male
Zoroastrian pantheon,Coming soon,https://www.godchecker.com/zoroastrian-mythology/AZHI-DAHAKA/,Unknown at present,Unknown at present,,,,,3298,,Azhi Dahaka,['Aži Dahāka'],Persia,fabulous creature,Unknown at present,"{'Atar', 'Ahriman'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-MONICA/,Unknown at present,Unknown at present,,,,332-387,744,,Monica,['Monica Of Hippo'],,Saint,Unknown at present,{'Augustine of Hippo'},Female
Polynesian pantheon,Coming soon,https://www.godchecker.com/polynesian-mythology/FA-AHOTU/,Unknown at present,Unknown at present,Creation,,Creating,,1539,,Fa'ahotu,['Faahotu'],"Marquesas, Tuamotuan",Goddess,unspecified,{'Atea'},Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/PHANTASOS/,"NEUTRAL, may not care",Unknown at present,Dreams,,Dreams,,6641,,Phantasos,['unspecified'],,God,unspecified,"{'Morpheus', 'Phobetor', 'Hypnos', 'Pasithea'}",Male
South American pantheon,Coming soon,https://www.godchecker.com/south-american-mythology/PIHUECHENYI/,"NEUTRAL, may not care",Unknown at present,,,,,1120,,Pihuechenyi,['unspecified'],Mapuche (Araucanian) people of Chile,Demon,Unknown at present,{'Chonchon'},Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/MOKKURKALFI/,Unknown at present,Unknown at present,,,,,2605,,Mökkurkálfi,"['Mokerkialfi', 'Mokkerkalfe', 'Mokkurkaflir', 'Mokkurkalfi']",,fabulous creature,Unknown at present,"{'Hrungnir', 'Thialfi', 'Thor', 'Mjollnir'}",Male
Canaanite pantheon,Coming soon,https://www.godchecker.com/canaanite-mythology/CHEMOSH/,"NEUTRAL, may not care",Unknown at present,Ruling,,Ruling,,2541,,Chemosh,['unspecified'],Moab,God,unspecified,{'Yahweh'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-BERNARD/,Unknown at present,May 28th,,,,996-1081,982,,Bernard,"['Bernard-Of-Menthon', 'Bernard-Of-Montjoux']",,Saint,Unknown at present,set(),Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/YUDHISHTHIRA/,"NEUTRAL, may not care",Unknown at present,,,,,1265,,Yudhishthira,['unspecified'],,legendary mortal,Unknown at present,"{'Kauravas', 'Kunti', 'Dharma', 'Pandavas'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/POPE-SAINT-GREGORY-I/,Unknown at present,Unknown at present,,,,540-640,716,,Gregory I,['Gregory-The-Great'],,Saint,Unknown at present,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-ZITA/,Unknown at present,Unknown at present,,,,1212-1272,826,,Zita,['unspecified'],,Saint,Unknown at present,set(),Female
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/SEB/,"NEUTRAL, may not care",Unknown at present,Earth,,the Earth,,2656,,Seb,['unspecified'],,God,unspecified,{'Geb'},Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/RIG/,Unknown at present,Unknown at present,Populating,,Populating,,5281,,Rig,['unspecified'],,God,unspecified,"{'Heimdall', 'Amma (2)'}",Male
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/KUNITOKOTACHI/,"NEUTRAL, may not care",Unknown at present,Creation,,Creating,,5626,,Kunitokotachi,"['Kuni-Toko-Tachi', 'Kuninotokotachi', 'Kunitokotachi-No-Kami']",,God,unspecified,"{'Izanagi', 'Izanami'}",Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/HAYICANAKO/,Unknown at present,Unknown at present,Earth,,the Earth,,1284,,Hayicanako,['unspecified'],Tlingit,Goddess,unspecified,set(),Female
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/HERMOD/,Unknown at present,Unknown at present,Messenger,,Messages,,5498,,Hermod,"['Hermóðr', 'Hermoth']",,God,unspecified,"{'Odin', 'Balder', 'Valhalla'}",Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/ANUBIS/,Unknown at present,Unknown at present,Funerals,,Funerals,,12929,,Anubis,"['Anpu', 'Ienpw', 'Imeut', 'Inpu', 'Lenpw', 'Yinepu']",,God,unspecified,"{'Hesat', 'Ammit', 'Nephthys', 'Ra', 'Osiris', 'Bast'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-LAWRENCE-JUSTINIAN/,Unknown at present,Unknown at present,,,,1380-1455,755,,Lawrence Justinian,"['Laurence Justinian', 'Lawrence Giustiniani', 'Lorenzo Giustiniani']",,Saint,Unknown at present,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-ALBERT-THE-GREAT/,Unknown at present,November 5th,,,,1206-1280,1020,,Albert the Great,"['Albert Of Cologne', 'Albertus Magnus']",,Saint,Unknown at present,set(),Male
Hittite pantheon,Coming soon,https://www.godchecker.com/hittite-mythology/KUMARBI/,Unknown at present,Unknown at present,Creation,,Creating,,3243,,Kumarbi,['unspecified'],"Akkadia, Hittite",God,unspecified,"{'Ea', 'Enlil', 'Ubelluris', 'Anu (2)', 'Teshub', 'Atlas'}",Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/MEDEA/,Unknown at present,Unknown at present,,,,,2146,,Medea,['unspecified'],,legendary mortal,Unknown at present,"{'Theseus', 'Achilles'}",Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-FULBERT-OF-CHARTRES/,Unknown at present,Unknown at present,,,,952-1029,630,,Fulbert of Chartres,['unspecified'],,Saint,Unknown at present,set(),Male
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/ZEMYNA/,Unknown at present,Unknown at present,Earth,,the Earth,,2449,,Žemyna,['Zemyna'],Lithuania,Goddess,unspecified,"{'Žemepatis', 'Menuo', 'Saule'}",Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-TURIBIUS-OF-MOGROVEJO/,Unknown at present,Unknown at present,,,,1538-1606,725,,Turibius of Mogrovejo,['Toribio Alfonso De Mogrovejo'],,Saint,Unknown at present,set(),Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/KWAKWAKALANOOKSIWAE/,"NEUTRAL, may not care",Unknown at present,,,,,1555,,Kwakwakalanooksiwae,"['Gwaxwgwakwalanuksiwe', 'Kwa-Kwakalanooksiwae']",Kwakiutl,God,Unknown at present,"{'Baxbakualanuxsiwae', 'Raven'}",Male
Micronesian pantheon,Coming soon,https://www.godchecker.com/micronesian-mythology/TPEREAKL/,Unknown at present,Unknown at present,Creation,,Creating,,1217,,Tpereakl,"['Tperakl', 'Tpereaki']","Palaun people, Palua Islands of Micronesia",God,unspecified,{'Latmikaik'},Male
Chinese pantheon,Shoo-arn Wun Hoo-ar,https://www.godchecker.com/chinese-mythology/XUAN-WEN-HUA/,Unknown at present,Unknown at present,Beauty,,Beauty,,3166,,Xuan Wen-hua,"[""H'suan Wen Hua"", 'Hsuan Wen-Hua', 'Xuan-Wenhua']",,God,unspecified,{'Xi Shi'},Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/IDUN/,Unknown at present,Unknown at present,Youth,,Youthfulness,,4770,,Idun,"['Iduna', 'Idunn']",,Goddess,unspecified,"{'Loki', 'Thiassi', 'Bragi'}",Female
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/PAZUZU/,Unknown at present,Unknown at present,,,,,1942,,Pazuzu,['unspecified'],"Akkadia, Sumer",Demon,Unknown at present,set(),Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/TSICHTINAKO/,Unknown at present,Unknown at present,Creation,,Creating,,2125,,Tsichtinako,"['Sussistanako', 'Thought Woman']",Pueblo Acoma and Zia (aka Sia),Goddess,unspecified,set(),Female
Chinese pantheon,Coming soon,https://www.godchecker.com/chinese-mythology/HENG-HA-ER-JIANG/,"NEUTRAL, may not care",Unknown at present,Protection,,Protection,,1705,,Heng Ha Er Jiang,"['Heng Ha Erh Chiang', 'Hengha Erjiang']",,Gods,unspecified,"{'Hajiang', 'Hengjiang'}",Male
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/AMATSU-KAMI/,"NEUTRAL, may not care",Unknown at present,"Many things, lots of stuff",,Many Things,,2587,,Amatsu-Kami,"['Amatsukami', 'Kotoamatsukami']",,Gods,unspecified,"{'Kunitsu-Kami', 'Kami'}",Male
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/EMER/,Unknown at present,Unknown at present,,,,,1811,,Emer,['Eimhear'],,Goddess,Unknown at present,set(),Female
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/HIRANYAKSHA/,"BAD, best avoided",Unknown at present,,,,,1310,,Hiranyâksha,['unspecified'],,Demon,Unknown at present,{'Vishnu'},Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/SKADI/,Unknown at present,Unknown at present,Hunting,,Hunting,,5646,,Skadi,['Skaði'],,Goddess,unspecified,"{'Odin', 'Loki', 'Balder', 'Njord'}",Female
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/NEPER/,Unknown at present,Unknown at present,Grain,,Grain,,2542,,Neper,['unspecified'],,God,unspecified,{'Nepit'},Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/FORTUNA/,Unknown at present,Unknown at present,Good Fortune,,Good Luck,,6600,,Fortuna,['unspecified'],,Goddess,unspecified,{'Tyche'},Female
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/AICHLEACH/,"NEUTRAL, may not care",Unknown at present,,,,,1847,,Aichleach,['Ailach'],,God,Unknown at present,set(),Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-ANDREW-FOURNET/,Unknown at present,May 13th,,,,1752-1834,955,,Andrew Fournet,"['André-Hubert Fournet', 'Andrew Hubert Fournet']",,Saint,Unknown at present,set(),Male
Inca pantheon,Coming soon,https://www.godchecker.com/inca-mythology/VICHAMA/,Unknown at present,Unknown at present,Death,,Death,,2530,,Vichama,['Wichama'],,God,unspecified,"{'Pachacamac', 'Inti'}",Male
Chinese pantheon,Laow Joon,https://www.godchecker.com/chinese-mythology/DAODE-TIANZUN/,Unknown at present,Unknown at present,"Supreme, Everything",,Everything,,3716,,Daode Tianzun,"['Dao-De-Tian-Zong', 'Lao-Chun', 'Lao-Jun', 'Tai-Qing', ""Tao-Te-T'ien-Tsun""]",,God,unspecified,"{'Yin', 'Yang', 'Jade Emperor', 'Dao', 'Sanqing', 'Yuanshi Tianzun', 'Laozi'}",Male
Buddhist pantheon,Coming soon,https://www.godchecker.com/buddhist-mythology/MANJUSHRI/,"NEUTRAL, may not care",Unknown at present,Wisdom,,Wisdom,,2003,,Manjushri,['Manjusri'],,God,unspecified,"{'Samantabhadra', 'Gautama', 'Monju Bosatsu', 'Buddha', 'Bodhisattvas'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-BONIFACE-IV/,Unknown at present,May 25th,,,,534-615,803,,Boniface IV,['unspecified'],,Saint,Unknown at present,set(),Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/WABASSO/,"NEUTRAL, may not care",Unknown at present,,,,,2438,,Wabasso,['Wabosso'],Algonquin people of the Anishinaabe group,God,Unknown at present,"{'Manabozho', 'Chakekenapok'}",Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/SILVER-FOX/,Unknown at present,Unknown at present,Creation,,Creating,,2033,,Silver Fox,"['Kwahn', 'Kwan']",Aschochimi of California,God,unspecified,{'Coyote'},Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/PILUMNUS/,Unknown at present,Unknown at present,Childbirth,,Birth,,1141,,Pilumnus,['unspecified'],,God,unspecified,set(),Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/SIGYN/,"NEUTRAL, may not care",Unknown at present,Unknown,,Unknown,,5881,,Sigyn,['unspecified'],,Goddess,unspecified,"{'Loki', 'Narfi', 'Balder', 'Vali (2)'}",Female
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/NANAUTZIN/,"NEUTRAL, may not care",Unknown at present,"Disease, Sickness, Illness",,Disease & Sickness,,7736,,Nanautzin,"['Nana', 'Nanahuatl', 'Nanahuatzin', 'Nanauatzin']",,God/dess,unspecified,"{'Tonatiuh', 'Tecciztecatl'}",Male and female
